id	name	source_domain	primary_field	current_horizon	legacy_ordering_day	relative_chance	requires_all	requires_any	learning_route_count	learning_route_foundations	reference_transformation	role	review_status	presentation_tier	stack_gaps	chronology_risk	review_note
geometric_survey	Geometric Survey	knowledge	D12		7600	0.0018			2	"[{""id"":""local"",""requires_all"":[""place_value"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mathematical:local"",""requires_all"":[""place_value"",""standard_measures"",""similar_triangles""],""requires_any"":[],""progress_multiplier"":1.2}]"			unreviewed				pending
germination_trials	Germination Trials	nutrition	D01		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""seed_selection"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
glass_annealing_schedules	Glass Annealing Schedules		D04		0	0.002		"[[""precision_thermometry"",""kiln_control""]]"	1	"[{""id"":""local"",""requires_all"":[""glassmaking""],""requires_any"":[[""precision_thermometry"",""kiln_control""]],""progress_multiplier"":1.0}]"			unreviewed				pending
glass_batch_composition_control	Glass Batch Composition Control		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""glassmaking"",""material_accounting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
glass_blowing	Glass Blowing	production	D04		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""glassmaking"",""bloomery_smelting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
glass_tube_drawing	Glass Tube Drawing	production	D04		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""glass_blowing"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
glassmaking	Glassmaking	production	D04		6000	0.002			1	"[{""id"":""local"",""requires_all"":[""kiln_control"",""salt_working""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
grade_tonnage_models	Grade–Tonnage Models	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""ore_assaying"",""statistical_sampling"",""geologic_cross_sections"",""ratio_proportion"",""ore_assaying"",""statistical_sampling"",""geologic_cross_sections"",""ratio_proportion""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
graded_roads	Graded Roads	infrastructure	D09		1400	0.003			1	"[{""id"":""local"",""requires_all"":[""route_memory"",""drainage"",""labor_rotations""],""requires_any"":[],""progress_multiplier"":1.0}]"	T05	anchor	repair	landmark	paid surfaced route length, drainage, traffic, recurring repair	cross_field_gap	Crowned and drained roads should change movement only where route segments are built and maintained; knowledge currently contributes global route and haul effects.
grain_malting	Grain Malting		D01	H02	0	0.002			1	"[{""id"":""local"",""requires_all"":[""germination_trials"",""food_drying""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
grain_milling	Rotary Grain Milling	nutrition	D01		4800	0.0025			2	"[{""id"":""local"",""requires_all"":[""hafted_tools"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mechanical:local"",""requires_all"":[""hafted_tools"",""standard_measures"",""bearing_surfaces"",""flywheel_smoothing""],""requires_any"":[],""progress_multiplier"":1.15}]"			unreviewed				pending
grain_moisture_testing	Grain-Moisture Testing		D01	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""measurement_uncertainty"",""precision_thermometry"",""winnowing_practice""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
grain_parboiling	Grain Parboiling		D01	H02	0	0.002		"[[""earth_oven_cooking"",""food_steaming_vessels""]]"	1	"[{""id"":""local"",""requires_all"":[""cereal_dehulling"",""food_drying""],""requires_any"":[[""earth_oven_cooking"",""food_steaming_vessels""]],""progress_multiplier"":1.0}]"			unreviewed				pending
graphite_crucibles	Graphite Crucibles	production	D04		52500	0.0009			1	"[{""id"":""local"",""requires_all"":[""graphite_marking"",""refractory_furnaces""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
graphite_marking	Graphite Marking	knowledge	D13		49000	0.0011			1	"[{""id"":""local"",""requires_all"":[""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
gravity_conduit_grade_control	Gravity Conduit Grade Control		D02	H03	0	0.002			1	"[{""id"":""local"",""requires_all"":[""geometric_survey"",""drainage""],""requires_any"":[],""progress_multiplier"":1.0}]"	T05	anchor	keep	landmark		none	The installed water-conveyance owner already requires surveyed grade, paid line materials, construction work, source flow, leakage, condition and repair.
green_manure_crops	Green Manure Crops	nutrition	D03		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""crop_rotation"",""seed_reserves""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
grog_preparation	Grog Preparation	production	D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""pit_firing"",""stone_sorting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
grown_frame_selection	Grown Frame Selection	movement	D10		0	0.002			1	"[{""id"":""local"",""requires_all"":[""joinery"",""river_craft""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
guided_weapons	Guided Weapons	security	D20		95000	0.001			1	"[{""id"":""local"",""requires_all"":[""jet_propulsion"",""naval_fire_control""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
gun_detachment_school	Gun Detachment School	security	D20		26000	0.002			1	"[{""id"":""local"",""requires_all"":[""powder_artillery"",""workshop_standards""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
gun_line_security	Gun-Line Security	security	D20		56000	0.002			1	"[{""id"":""local"",""requires_all"":[""powder_artillery"",""formation_drill""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
habitat_observation_records	Habitat Observation Records		D03	H01	0	0.002			1	"[{""id"":""local"",""requires_all"":[""herbal_classification"",""seasonal_patterns""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hafted_tools	Hafted Tools	production	D06		100	0.006			1	"[{""id"":""local"",""requires_all"":[""controlled_flaking"",""cordage""],""requires_any"":[],""progress_multiplier"":1.0}]"	T02	anchor	keep	landmark		none	Integrates stone, wood, fiber, and accessible material supply.
hafted_weapons	Hafted Weapons	security	D20		180	0.0048			1	"[{""id"":""local"",""requires_all"":[""hafted_tools"",""watch_rotation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hand_dough_forming	Hand Dough Forming		D01	H02	0	0.002			1	"[{""id"":""local"",""requires_all"":[""grain_milling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hand_relief_printing	Hand Relief Printing	production	D13		0	0.0025		"[[""relief_block_cutting"",""wooden_movable_type""]]"	1	"[{""id"":""local"",""requires_all"":[""paper_making"",""oil_based_printing_inks""],""requires_any"":[[""relief_block_cutting"",""wooden_movable_type""]],""progress_multiplier"":1.0}]"			unreviewed				pending
hardened_edges	Hardened Iron Edges	production	D04		27000	0.0014			1	"[{""id"":""local"",""requires_all"":[""forge_welding""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hardwired_sequence_control	Hardwired Sequence Control	production	D21		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""binary_counters"",""shift_registers"",""binary_adders"",""electronic_machine_control""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
harmonic_analysis	Harmonic Analysis	knowledge	D12		55000	0.002			1	"[{""id"":""local"",""requires_all"":[""complex_numbers"",""trigonometry"",""integral_calculus"",""complex_numbers"",""trigonometry"",""integral_calculus""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
haul_harness_weaving	Haul Harness Weaving	infrastructure	D09		0	0.002			1	"[{""id"":""local"",""requires_all"":[""plain_weaving"",""rope_laying""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hearth_roasting_control	Hearth Roasting Control		D01	H01	0	0.005			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T02	anchor	repair	landmark	controlled fire	shallow_path	Operational cooking exists, but the live catalog lacks prior fire maintenance and ignition anchors.
heat_engine_cycles	Heat Engine Cycles	knowledge	D05		47000	0.002			2	"[{""id"":""local"",""requires_all"":[""calorimetry"",""pressure_vessels""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mathematical:local"",""requires_all"":[""integral_calculus"",""logarithms"",""calorimetry"",""pressure_vessels""],""requires_any"":[],""progress_multiplier"":1.2}]"			unreviewed				pending
herbal_classification	Medicinal Classification	health	D14		28	0.004			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T01	anchor	keep	notice	evidence continuity	root_density	Plausible early practice, but should progress through repeated cases rather than arrive in the opening discovery burst.
heredity_experiments	Heredity Experiments		D15		0	0.002			1	"[{""id"":""local"",""requires_all"":[""progeny_rows"",""controlled_pollination""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hermetic_grain_storage	Hermetic Grain Storage	nutrition	D01		2300	0.003		"[[""raised_granaries"",""seed_reserves""]]"	1	"[{""id"":""local"",""requires_all"":[""sealed_vessels""],""requires_any"":[[""raised_granaries"",""seed_reserves""]],""progress_multiplier"":1.0}]"			unreviewed				pending
hide_floats	Hide Floats	logistics	D10		140	0.005			1	"[{""id"":""local"",""requires_all"":[""cordage""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hide_tanning	Hide Tanning		D07		0	0.002			1	"[{""id"":""local"",""requires_all"":[""curing_regimens"",""herbal_classification""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
high_fire_stoneware	High-Fire Stoneware		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""clay_testing"",""refractory_furnaces""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
honed_bore_finishing	Honed Bore Finishing		D06	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""cylinder_boring"",""abrasive_grinding_control""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
horizontal_milling_machines	Horizontal Milling Machines	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""milling_table_feeds"",""milling_spindle_heads"",""milling_cutter_relief""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hot_rivet_setting	Hot Rivet Setting	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""rivet_blank_heading"",""rivet_hole_alignment""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
household_councils	Household Councils	institutions	D16		260	0.0045			1	"[{""id"":""local"",""requires_all"":[""labor_rotations""],""requires_any"":[],""progress_multiplier"":1.0}]"	T04	anchor	keep	landmark		none	Creates recognized coordination once recurring communal labor already exists.
household_space_planning	Household Space Planning	demography	D08		2000	0.002			1	"[{""id"":""local"",""requires_all"":[""framed_construction"",""shared_childcare""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hull_condition_surveys	Hull Condition Surveys		D10		0	0.002			1	"[{""id"":""local"",""requires_all"":[""hull_seam_caulking"",""measurement_uncertainty""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hull_seam_caulking	Hull Seam Caulking	movement	D10		0	0.002			1	"[{""id"":""local"",""requires_all"":[""caulking_fiber_preparation"",""plank_spiling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
humidity_measurement	Humidity Measurement		D22		0	0.002			1	"[{""id"":""local"",""requires_all"":[""precision_thermometry"",""measurement_uncertainty""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hydraulic_lime_binders	Hydraulic-Lime Binders		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""lime_burning"",""clay_testing""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hydrocarbon_steam_cracking	Hydrocarbon Steam Cracking		D05	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""fuel_refining"",""pressure_vessels"",""precision_thermometry""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hydrogen_chloride_synthesis	Hydrogen Chloride Synthesis	production	D04		65000	0.002			1	"[{""id"":""local"",""requires_all"":[""chloralkali_cells"",""pressure_vessels"",""chemical_distillation"",""chloralkali_cells"",""pressure_vessels"",""chemical_distillation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hydrogen_flame_glassworking	Hydrogen-Flame Glassworking	production	D04		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""glass_tube_drawing"",""chemical_distillation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
hydrostatic_pressure	Hydrostatic Pressure	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""water_settling_basins"",""standard_measures"",""water_settling_basins"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
illumination_apertures	Illumination Apertures	knowledge	D12		0	0.002			1	"[{""id"":""local"",""requires_all"":[""experimental_optics"",""workshop_standards""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
incremental_sheet_forming	Incremental Sheet Forming		D06	H05	0	0.002			1	"[{""id"":""local"",""requires_all"":[""numerical_machine_control"",""sheet_steel_rolling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
indirect_fire	Indirect Artillery Fire	security	D20		50000	0.001			1	"[{""id"":""local"",""requires_all"":[""powder_artillery"",""military_staffs""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
indirect_solar_food_drying	Indirect Solar Food Drying		D01	H03	0	0.002			1	"[{""id"":""local"",""requires_all"":[""food_drying""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
induction_surface_hardening	Induction Surface Hardening		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""electromagnetic_induction"",""hardened_edges""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
inductive_line_loading	Inductive Line Loading		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""telephone_circuits"",""wound_transformers"",""harmonic_analysis""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
industrial_catalyst_design	Industrial Catalyst Design		D04		0	0.002		"[[""iron_ammonia_catalysts"",""enzyme_catalysis"",""sulfuric_acid_production""]]"	1	"[{""id"":""local"",""requires_all"":[""experimental_controls"",""chemical_distillation""],""requires_any"":[[""iron_ammonia_catalysts"",""enzyme_catalysis"",""sulfuric_acid_production""]],""progress_multiplier"":1.0}]"			unreviewed				pending
inertial_motion	Inertial Motion	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""measured_kinematics"",""friction_measurement"",""measured_kinematics"",""friction_measurement""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
