effect	side	block_end_year	raw_block_total	scale	running_total	target
food_storage	benefit	2900	0.0108	1.0	0.9836	1.1025
food_storage	benefit	3000	0.0044	1.0	0.988	1.2
foraging_yield	benefit	50	0.3017	1.0	0.3017	0.3019
foraging_yield	benefit	100	0.0045	1.0	0.3062	0.3062
foraging_yield	benefit	150	0.0044	1.0	0.3106	0.3106
foraging_yield	benefit	200	0.0044	1.0	0.315	0.315
foraging_yield	benefit	350	0.0131	1.0	0.3281	0.3281
foraging_yield	benefit	800	0.004	1.0	0.3321	0.36
foraging_yield	benefit	950	0.0026	1.0	0.3347	0.3675
foraging_yield	benefit	1000	0.0017	1.0	0.3364	0.37
foraging_yield	cost	1100	0.0034	1.0	0.0034	0.2129
foraging_yield	cost	1150	0.0017	1.0	0.0051	0.215
foraging_yield	cost	1300	0.001	1.0	0.0061	0.2205
foraging_yield	benefit	1350	0.003	1.0	0.3394	0.3875
foraging_yield	cost	1350	0.002	1.0	0.0081	0.2222
foraging_yield	cost	1600	0.002	1.0	0.0101	0.231
foraging_yield	cost	1650	0.001	1.0	0.0111	0.2327
foraging_yield	cost	1950	0.004	1.0	0.0151	0.2432
foraging_yield	cost	2350	0.006	1.0	0.0211	0.2572
foraging_yield	cost	2450	0.002	1.0	0.0231	0.2616
foraging_yield	cost	2500	0.003	1.0	0.0261	0.2642
foraging_yield	benefit	2550	0.001	1.0	0.3404	0.482
foraging_yield	cost	2550	0.002	1.0	0.0281	0.2669
foraging_yield	cost	2600	0.002	1.0	0.0301	0.2695
foraging_yield	cost	2700	0.002	1.0	0.0321	0.2747
fuel_demand	cost	50	0.106	1.0	0.106	0.2246
fuel_demand	cost	150	0.015	1.0	0.121	0.2537
fuel_demand	benefit	250	0.01	1.0	0.01	0.1058
fuel_demand	cost	250	0.015	1.0	0.136	0.2829
fuel_demand	benefit	300	0.005	1.0	0.015	0.1125
fuel_demand	cost	350	0.03	1.0	0.166	0.3121
fuel_demand	cost	450	0.03	1.0	0.196	0.3412
fuel_demand	cost	550	0.03	1.0	0.226	0.3704
fuel_demand	cost	650	0.004	1.0	0.23	0.3891
fuel_demand	cost	700	0.0244	1.0	0.2544	0.3932
fuel_demand	cost	750	0.0121	1.0	0.2665	0.3972
fuel_demand	cost	800	0.005	1.0	0.2715	0.4013
fuel_demand	cost	850	0.018	1.0	0.2895	0.4054
fuel_demand	cost	900	0.0157	1.0	0.3052	0.4095
fuel_demand	cost	950	0.002	1.0	0.3072	0.4136
fuel_demand	cost	1000	0.0267	1.0	0.3339	0.4177
fuel_demand	benefit	1050	0.0034	1.0	0.0184	0.165
fuel_demand	cost	1050	0.0277	1.0	0.3616	0.4218
fuel_demand	cost	1100	0.0123	1.0	0.3739	0.4258
fuel_demand	cost	1150	0.0012	1.0	0.3751	0.4299
fuel_demand	cost	1200	0.021	1.0	0.3961	0.434
fuel_demand	cost	1250	0.008	1.0	0.4041	0.4375
fuel_demand	cost	1300	0.0008	1.0	0.4049	0.441
fuel_demand	cost	1350	0.0045	1.0	0.4094	0.4445
fuel_demand	cost	1400	0.008	1.0	0.4174	0.448
fuel_demand	cost	1450	0.017	1.0	0.4344	0.4515
fuel_demand	benefit	1500	0.003	1.0	0.0214	0.18
fuel_demand	cost	1500	0.007	1.0	0.4414	0.455
fuel_demand	cost	1550	0.0088	1.0	0.4502	0.4585
fuel_demand	cost	1600	0.004	1.0	0.4542	0.462
fuel_demand	cost	1650	0.0144	0.785	0.4655	0.4655
fuel_demand	cost	1700	0.004	0.875	0.469	0.469
fuel_demand	cost	1750	0.018	0.194	0.4725	0.4725
fuel_demand	cost	1800	0.021	0.167	0.476	0.476
fuel_demand	benefit	1850	0.002	1.0	0.0234	0.1922
fuel_demand	cost	1850	0.019	0.184	0.4795	0.4795
fuel_demand	cost	1900	0.0145	0.241	0.483	0.483
fuel_demand	cost	1950	0.01	0.35	0.4865	0.4865
fuel_demand	benefit	2000	0.004	1.0	0.0274	0.1987
fuel_demand	cost	2000	0.008	0.438	0.49	0.49
fuel_demand	cost	2050	0.007	0.5	0.4935	0.4935
fuel_demand	cost	2100	0.004	0.875	0.497	0.497
fuel_demand	cost	2150	0.007	0.5	0.5005	0.5005
fuel_demand	cost	2200	0.015	0.233	0.504	0.504
fuel_demand	cost	2250	0.019	0.184	0.5075	0.5075
fuel_demand	cost	2300	0.011	0.318	0.511	0.511
fuel_demand	cost	2350	0.011	0.318	0.5145	0.5145
fuel_demand	benefit	2400	0.003	1.0	0.0304	0.216
fuel_demand	cost	2400	0.022	0.159	0.518	0.518
fuel_demand	cost	2450	0.0328	0.16	0.5232	0.5232
fuel_demand	benefit	2500	0.001	1.0	0.0314	0.23
fuel_demand	cost	2500	0.038	0.138	0.5285	0.5285
fuel_demand	benefit	2550	0.0017	1.0	0.0331	0.238
fuel_demand	cost	2550	0.0376	0.14	0.5337	0.5337
fuel_demand	benefit	2600	0.004	1.0	0.0371	0.246
fuel_demand	cost	2600	0.0252	0.208	0.539	0.539
fuel_demand	benefit	2650	0.001	1.0	0.0381	0.256
fuel_demand	cost	2650	0.0536	0.098	0.5443	0.5443
fuel_demand	benefit	2700	0.006	1.0	0.0441	0.266
fuel_demand	cost	2700	0.0546	0.096	0.5495	0.5495
fuel_demand	benefit	2750	0.002	1.0	0.0461	0.278
fuel_demand	cost	2750	0.0572	0.092	0.5547	0.5547
fuel_demand	benefit	2800	0.001	1.0	0.0471	0.29
fuel_demand	cost	2800	0.0599	0.088	0.56	0.56
fuel_demand	benefit	2850	0.009	1.0	0.0561	0.305
fuel_demand	cost	2850	0.0505	0.173	0.5687	0.5687
fuel_demand	benefit	2900	0.01	1.0	0.0661	0.32
fuel_demand	cost	2900	0.0224	0.391	0.5775	0.5775
fuel_demand	benefit	2950	0.0194	1.0	0.0855	0.335
fuel_demand	cost	2950	0.0121	0.723	0.5862	0.5862
fuel_demand	benefit	3000	0.0337	1.0	0.1192	0.35
fuel_demand	cost	3000	0.0406	0.216	0.595	0.595
fuel_efficiency	benefit	50	0.105	1.0	0.105	0.105
fuel_efficiency	benefit	100	0.021	1.0	0.126	0.126
fuel_efficiency	benefit	200	0.01	1.0	0.136	0.1645
fuel_efficiency	benefit	250	0.02	1.0	0.156	0.1837
fuel_efficiency	benefit	450	0.04	1.0	0.196	0.273
fuel_efficiency	benefit	500	0.05	1.0	0.246	0.2987
fuel_efficiency	benefit	550	0.03	1.0	0.276	0.3243
fuel_efficiency	benefit	600	0.03	1.0	0.306	0.35
fuel_efficiency	benefit	650	0.026	1.0	0.332	0.355
fuel_efficiency	benefit	700	0.0214	1.0	0.3534	0.36
fuel_efficiency	benefit	750	0.006	1.0	0.3594	0.365
fuel_efficiency	benefit	900	0.006	1.0	0.3654	0.38
fuel_efficiency	benefit	1050	0.0077	1.0	0.3731	0.395
fuel_efficiency	benefit	1150	0.0074	1.0	0.3805	0.405
fuel_efficiency	benefit	1400	0.005	1.0	0.3855	0.43
fuel_efficiency	benefit	1550	0.005	1.0	0.3905	0.445
fuel_efficiency	benefit	1650	0.003	1.0	0.3935	0.455
fuel_efficiency	benefit	1700	0.002	1.0	0.3955	0.46
fuel_efficiency	benefit	1750	0.01	1.0	0.4055	0.465
fuel_efficiency	benefit	1800	0.012	1.0	0.4175	0.47
fuel_efficiency	benefit	2050	0.007	1.0	0.4245	0.5033
fuel_efficiency	benefit	2200	0.01	1.0	0.4345	0.5233
fuel_efficiency	benefit	2250	0.017	1.0	0.4515	0.53
fuel_efficiency	benefit	2300	0.006	1.0	0.4575	0.5367
fuel_efficiency	benefit	2350	0.017	1.0	0.4745	0.5433
fuel_efficiency	benefit	2400	0.021	1.0	0.4955	0.55
fuel_efficiency	benefit	2450	0.008	1.0	0.5035	0.57
fuel_efficiency	benefit	2500	0.028	1.0	0.5315	0.59
fuel_efficiency	benefit	2550	0.013	1.0	0.5445	0.6125
fuel_efficiency	benefit	2600	0.024	1.0	0.5685	0.635
fuel_efficiency	benefit	2650	0.0531	1.0	0.6216	0.66
fuel_efficiency	benefit	2700	0.0205	1.0	0.6421	0.685
fuel_efficiency	benefit	2750	0.0111	1.0	0.6532	0.7125
fuel_efficiency	benefit	2800	0.0247	1.0	0.6779	0.74
fuel_efficiency	benefit	2850	0.0443	1.0	0.7222	0.77
fuel_efficiency	benefit	2900	0.014	1.0	0.7362	0.8
fuel_efficiency	benefit	2950	0.0295	1.0	0.7657	0.825
fuel_efficiency	benefit	3000	0.0379	1.0	0.8036	0.85
haul_capacity	benefit	50	0.1352	1.0	0.1352	0.135
haul_capacity	benefit	100	0.027	1.0	0.1622	0.162
haul_capacity	benefit	150	0.0247	1.0	0.1869	0.1867
haul_capacity	benefit	200	0.0247	1.0	0.2116	0.2115
haul_capacity	benefit	250	0.0247	1.0	0.2363	0.2362
haul_capacity	benefit	300	0.0249	1.0	0.2612	0.261
haul_capacity	benefit	350	0.03	1.0	0.2912	0.291
haul_capacity	benefit	400	0.0301	1.0	0.3213	0.321
haul_capacity	benefit	450	0.0299	1.0	0.3512	0.351
haul_capacity	benefit	500	0.033	1.0	0.3842	0.384
haul_capacity	benefit	550	0.0189	1.0	0.4031	0.417
haul_capacity	benefit	650	0.0015	1.0	0.4046	0.4555
haul_capacity	benefit	700	0.0116	1.0	0.4162	0.461
haul_capacity	benefit	750	0.031	1.0	0.4472	0.4665
haul_capacity	benefit	800	0.002	1.0	0.4492	0.472
haul_capacity	benefit	850	0.0251	1.0	0.4743	0.4775
haul_capacity	benefit	900	0.008	1.0	0.4823	0.483
haul_capacity	benefit	950	0.0364	0.17	0.4885	0.4885
haul_capacity	benefit	1000	0.0064	0.859	0.494	0.494
haul_capacity	benefit	1050	0.0256	0.215	0.4995	0.4995
haul_capacity	benefit	1100	0.0084	0.655	0.505	0.505
haul_capacity	benefit	1150	0.008	0.688	0.5105	0.5105
haul_capacity	benefit	1200	0.0032	1.0	0.5137	0.516
haul_capacity	benefit	1250	0.0145	0.538	0.5215	0.5215
haul_capacity	benefit	1300	0.0088	0.625	0.527	0.527
haul_capacity	benefit	1350	0.0317	0.174	0.5325	0.5325
haul_capacity	benefit	1400	0.0037	1.0	0.5362	0.538
haul_capacity	benefit	1450	0.0219	0.333	0.5435	0.5435
haul_capacity	benefit	1500	0.015	0.367	0.549	0.549
haul_capacity	benefit	1550	0.017	0.324	0.5545	0.5545
haul_capacity	benefit	1600	0.0055	1.0	0.56	0.56
haul_capacity	benefit	1650	0.0173	0.318	0.5655	0.5655
haul_capacity	benefit	1700	0.0225	0.244	0.571	0.571
haul_capacity	benefit	1750	0.014	0.393	0.5765	0.5765
haul_capacity	benefit	1800	0.005	1.0	0.5815	0.582
haul_capacity	benefit	1850	0.0067	1.0	0.5882	0.5893
haul_capacity	benefit	1900	0.0244	0.347	0.5967	0.5967
haul_capacity	benefit	1950	0.0129	0.568	0.604	0.604
haul_capacity	benefit	2000	0.0377	0.195	0.6113	0.6113
haul_capacity	benefit	2100	0.026	0.564	0.626	0.626
haul_capacity	benefit	2150	0.0119	0.616	0.6333	0.6333
haul_capacity	benefit	2200	0.0152	0.482	0.6407	0.6407
haul_capacity	benefit	2250	0.0189	0.388	0.648	0.648
haul_capacity	benefit	2300	0.0049	1.0	0.6529	0.6553
haul_capacity	benefit	2350	0.0355	0.275	0.6627	0.6627
haul_capacity	benefit	2400	0.0229	0.32	0.67	0.67
haul_capacity	benefit	2450	0.015	1.0	0.685	0.692
haul_capacity	benefit	2500	0.0458	0.633	0.714	0.714
haul_capacity	benefit	2550	0.0236	1.0	0.7376	0.7388
haul_capacity	benefit	2600	0.0396	0.654	0.7635	0.7635
haul_capacity	benefit	2650	0.0278	0.989	0.791	0.791
haul_capacity	benefit	2700	0.0229	1.0	0.8139	0.8185
haul_capacity	benefit	2750	0.0275	1.0	0.8414	0.8488
haul_capacity	benefit	2800	0.0386	0.974	0.879	0.879
haul_capacity	benefit	2850	0.0636	0.519	0.912	0.912
haul_capacity	benefit	2900	0.0075	1.0	0.9195	0.945
haul_capacity	benefit	2950	0.0115	1.0	0.931	0.9725
haul_capacity	benefit	3000	0.014	1.0	0.945	1.0
health_protection	benefit	50	0.11	1.0	0.11	0.11
health_protection	benefit	100	0.0132	1.0	0.1232	0.1232
health_protection	benefit	150	0.011	1.0	0.1342	0.1342
health_protection	benefit	200	0.011	1.0	0.1452	0.1452
health_protection	benefit	250	0.0099	1.0	0.1551	0.1551
health_protection	benefit	300	0.0099	1.0	0.165	0.165
health_protection	benefit	350	0.0095	1.0	0.1745	0.1745
health_protection	benefit	400	0.0095	1.0	0.184	0.1841
health_protection	benefit	450	0.0094	1.0	0.1934	0.1936
health_protection	benefit	500	0.0088	1.0	0.2022	0.2024
health_protection	benefit	550	0.0088	1.0	0.211	0.2112
health_protection	benefit	650	0.0075	1.0	0.2185	0.2228
health_protection	benefit	700	0.0042	1.0	0.2227	0.2255
health_protection	benefit	750	0.0091	0.61	0.2283	0.2283
health_protection	benefit	800	0.0065	0.423	0.231	0.231
health_protection	benefit	850	0.0092	0.299	0.2338	0.2338
health_protection	benefit	900	0.0122	0.225	0.2365	0.2365
health_protection	benefit	950	0.0055	0.5	0.2393	0.2393
health_protection	benefit	1000	0.0167	0.165	0.242	0.242
health_protection	cost	1000	0.004	1.0	0.004	0.179
health_protection	benefit	1050	0.0096	0.286	0.2447	0.2447
health_protection	benefit	1100	0.0086	0.32	0.2475	0.2475
health_protection	benefit	1150	0.006	0.458	0.2503	0.2503
health_protection	benefit	1200	0.0177	0.155	0.253	0.253
health_protection	benefit	1250	0.0058	0.474	0.2558	0.2558
health_protection	benefit	1300	0.0041	0.671	0.2585	0.2585
health_protection	benefit	1350	0.0137	0.201	0.2612	0.2612
health_protection	benefit	1400	0.0052	0.529	0.264	0.264
health_protection	benefit	1450	0.0181	0.152	0.2667	0.2667
health_protection	benefit	1500	0.0099	0.278	0.2695	0.2695
health_protection	benefit	1550	0.0121	0.227	0.2722	0.2722
health_protection	benefit	1600	0.0087	0.316	0.275	0.275
health_protection	benefit	1650	0.0185	0.149	0.2777	0.2777
health_protection	benefit	1700	0.0072	0.382	0.2805	0.2805
health_protection	benefit	1750	0.0063	0.437	0.2833	0.2833
health_protection	benefit	1800	0.0148	0.186	0.286	0.286
health_protection	benefit	1850	0.006	0.596	0.2896	0.2896
health_protection	benefit	1900	0.012	0.298	0.2932	0.2932
health_protection	benefit	1950	0.015	0.238	0.2967	0.2967
health_protection	cost	1950	0.001	1.0	0.005	0.2085
health_protection	benefit	2000	0.009	0.397	0.3003	0.3003
health_protection	cost	2000	0.001	1.0	0.006	0.21
health_protection	benefit	2050	0.006	0.596	0.3039	0.3039
health_protection	benefit	2100	0.02	0.179	0.3075	0.3075
health_protection	benefit	2150	0.01	0.358	0.311	0.311
health_protection	benefit	2200	0.015	0.238	0.3146	0.3146
health_protection	benefit	2250	0.0057	0.627	0.3182	0.3182
health_protection	benefit	2300	0.0223	0.16	0.3218	0.3218
health_protection	benefit	2350	0.016	0.223	0.3253	0.3253
health_protection	benefit	2400	0.0273	0.131	0.3289	0.3289
health_protection	benefit	2450	0.0082	1.0	0.3371	0.3405
health_protection	benefit	2500	0.0172	0.866	0.352	0.352
health_protection	benefit	2550	0.0314	0.42	0.3652	0.3652
health_protection	benefit	2600	0.0346	0.382	0.3784	0.3784
health_protection	benefit	2650	0.0705	0.234	0.3949	0.3949
health_protection	benefit	2700	0.0371	0.445	0.4114	0.4114
health_protection	benefit	2750	0.0268	0.739	0.4312	0.4312
health_protection	benefit	2800	0.0444	0.446	0.451	0.451
health_protection	benefit	2850	0.0335	0.739	0.4758	0.4758
health_protection	benefit	2900	0.0245	1.0	0.5002	0.5005
health_protection	benefit	2950	0.019	1.0	0.5192	0.5253
health_protection	benefit	3000	0.0272	1.0	0.5464	0.55
health_risk	benefit	50	0.01	1.0	0.01	0.04
health_risk	cost	50	0.016	1.0	0.016	0.1283
health_risk	benefit	100	0.01	1.0	0.02	0.0448
health_risk	cost	100	0.014	1.0	0.03	0.1367
health_risk	cost	150	0.007	1.0	0.037	0.145
health_risk	cost	200	0.013	1.0	0.05	0.1533
health_risk	benefit	250	0.01	1.0	0.03	0.0564
health_risk	cost	250	0.004	1.0	0.054	0.1617
health_risk	benefit	350	0.004	1.0	0.034	0.0635
health_risk	benefit	400	0.01	1.0	0.044	0.0669
health_risk	cost	450	0.004	1.0	0.058	0.195
health_risk	benefit	500	0.024	1.0	0.068	0.0736
health_risk	cost	550	0.01	1.0	0.068	0.2117
health_risk	benefit	600	0.007	1.0	0.075	0.08
health_risk	cost	600	0.003	1.0	0.071	0.22
health_risk	benefit	650	0.006	1.0	0.081	0.081
health_risk	cost	650	0.006	1.0	0.077	0.2223
health_risk	benefit	700	0.002	0.5	0.082	0.082
health_risk	cost	700	0.005	1.0	0.082	0.2247
health_risk	cost	750	0.014	1.0	0.096	0.227
health_risk	cost	800	0.016	1.0	0.112	0.2293
health_risk	benefit	850	0.002	1.0	0.084	0.085
health_risk	cost	850	0.009	1.0	0.121	0.2317
health_risk	benefit	900	0.008	0.25	0.086	0.086
health_risk	cost	900	0.009	1.0	0.13	0.234
health_risk	benefit	950	0.004	0.25	0.087	0.087
health_risk	cost	950	0.004	1.0	0.134	0.2363
health_risk	cost	1000	0.014	1.0	0.148	0.2387
health_risk	benefit	1050	0.006	0.333	0.089	0.089
health_risk	cost	1050	0.009	1.0	0.157	0.241
health_risk	benefit	1100	0.006	0.167	0.09	0.09
health_risk	cost	1100	0.006	1.0	0.163	0.2433
health_risk	cost	1150	0.006	1.0	0.169	0.2457
health_risk	benefit	1200	0.004	0.5	0.092	0.092
health_risk	cost	1200	0.004	1.0	0.173	0.248
health_risk	cost	1250	0.001	1.0	0.174	0.25
health_risk	benefit	1300	0.001	1.0	0.093	0.094
health_risk	cost	1300	0.003	1.0	0.177	0.252
health_risk	cost	1350	0.003	1.0	0.18	0.254
health_risk	benefit	1400	0.002	1.0	0.095	0.096
health_risk	cost	1400	0.001	1.0	0.181	0.256
health_risk	benefit	1450	0.0015	1.0	0.0965	0.097
health_risk	cost	1450	0.004	1.0	0.185	0.258
health_risk	benefit	1500	0.0085	0.176	0.098	0.098
health_risk	cost	1500	0.002	1.0	0.187	0.26
health_risk	benefit	1550	0.003	0.333	0.099	0.099
health_risk	cost	1550	0.005	1.0	0.192	0.262
health_risk	benefit	1600	0.0015	0.667	0.1	0.1
health_risk	cost	1600	0.002	1.0	0.194	0.264
health_risk	benefit	1650	0.0065	0.154	0.101	0.101
health_risk	cost	1650	0.006	1.0	0.2	0.266
health_risk	benefit	1700	0.001	1.0	0.102	0.102
health_risk	cost	1700	0.007	1.0	0.207	0.268
health_risk	benefit	1750	0.0085	0.118	0.103	0.103
health_risk	cost	1750	0.006	1.0	0.213	0.27
health_risk	benefit	1800	0.007	0.143	0.104	0.104
health_risk	cost	1800	0.006	1.0	0.219	0.272
health_risk	benefit	1850	0.002	0.65	0.1053	0.1053
health_risk	cost	1850	0.001	1.0	0.22	0.274
health_risk	benefit	1900	0.002	0.65	0.1066	0.1066
health_risk	cost	1900	0.0071	1.0	0.2271	0.276
health_risk	benefit	1950	0.014	0.093	0.1079	0.1079
health_risk	cost	1950	0.0142	1.0	0.2413	0.278
health_risk	benefit	2000	0.0114	0.114	0.1092	0.1092
health_risk	cost	2000	0.0255	1.0	0.2668	0.28
health_risk	benefit	2050	0.0051	0.255	0.1105	0.1105
health_risk	cost	2050	0.0129	1.0	0.2797	0.282
health_risk	benefit	2100	0.003	0.433	0.1118	0.1118
health_risk	cost	2100	0.009	0.478	0.284	0.284
health_risk	benefit	2150	0.005	0.26	0.1131	0.1131
health_risk	cost	2150	0.015	0.133	0.286	0.286
health_risk	benefit	2200	0.0144	0.09	0.1144	0.1144
health_risk	cost	2200	0.001	1.0	0.287	0.288
health_risk	benefit	2250	0.002	0.65	0.1157	0.1157
health_risk	cost	2250	0.0127	0.236	0.29	0.29
health_risk	benefit	2300	0.006	0.217	0.117	0.117
health_risk	cost	2300	0.009	0.222	0.292	0.292
health_risk	benefit	2350	0.009	0.144	0.1183	0.1183
health_risk	cost	2350	0.0106	0.189	0.294	0.294
health_risk	benefit	2400	0.0078	0.167	0.1196	0.1196
health_risk	cost	2400	0.0168	0.119	0.296	0.296
health_risk	benefit	2450	0.004	1.0	0.1236	0.1238
health_risk	cost	2450	0.0095	0.316	0.299	0.299
health_risk	benefit	2500	0.007	0.629	0.128	0.128
health_risk	cost	2500	0.012	0.25	0.302	0.302
health_risk	benefit	2550	0.008	0.6	0.1328	0.1328
health_risk	cost	2550	0.0105	0.286	0.305	0.305
health_risk	benefit	2600	0.019	0.253	0.1376	0.1376
health_risk	cost	2600	0.016	0.188	0.308	0.308
health_risk	benefit	2650	0.014	0.429	0.1436	0.1436
health_risk	cost	2650	0.0145	0.207	0.311	0.311
health_risk	benefit	2700	0.017	0.353	0.1496	0.1496
health_risk	cost	2700	0.0215	0.14	0.314	0.314
health_risk	benefit	2750	0.004	1.0	0.1536	0.1568
health_risk	cost	2750	0.016	0.187	0.317	0.317
health_risk	benefit	2800	0.01	1.0	0.1636	0.164
health_risk	cost	2800	0.031	0.097	0.32	0.32
health_risk	benefit	2850	0.029	0.324	0.173	0.173
health_risk	cost	2850	0.021	0.238	0.325	0.325
health_risk	benefit	2900	0.025	0.36	0.182	0.182
health_risk	cost	2900	0.014	0.357	0.33	0.33
health_risk	benefit	2950	0.012	0.75	0.191	0.191
health_risk	cost	2950	0.007	0.714	0.335	0.335
health_risk	benefit	3000	0.006	1.0	0.197	0.2
health_risk	cost	3000	0.004	1.0	0.339	0.34
housing_output	benefit	50	0.135	1.0	0.135	0.135
housing_output	benefit	100	0.0269	1.0	0.1619	0.162
housing_output	benefit	150	0.0248	1.0	0.1867	0.1867
housing_output	benefit	200	0.0249	1.0	0.2116	0.2115
housing_output	benefit	250	0.0248	1.0	0.2364	0.2362
housing_output	benefit	300	0.0247	1.0	0.2611	0.261
housing_output	benefit	350	0.03	1.0	0.2911	0.291
housing_output	benefit	400	0.03	1.0	0.3211	0.321
housing_output	benefit	450	0.03	1.0	0.3511	0.351
housing_output	benefit	500	0.032	1.0	0.3831	0.384
housing_output	benefit	550	0.034	1.0	0.4171	0.417
housing_output	benefit	600	0.0292	1.0	0.4463	0.45
housing_output	benefit	650	0.0178	0.461	0.4545	0.4545
housing_output	benefit	700	0.0172	0.262	0.459	0.459
housing_output	benefit	750	0.0086	0.523	0.4635	0.4635
housing_output	benefit	800	0.0107	0.421	0.468	0.468
housing_output	benefit	850	0.016	0.281	0.4725	0.4725
housing_output	benefit	900	0.0063	0.714	0.477	0.477
housing_output	benefit	950	0.018	0.25	0.4815	0.4815
housing_output	benefit	1000	0.0171	0.263	0.486	0.486
housing_output	cost	1000	0.004	1.0	0.004	0.2088
housing_output	benefit	1050	0.032	0.141	0.4905	0.4905
housing_output	benefit	1100	0.0203	0.222	0.495	0.495
housing_output	benefit	1150	0.0164	0.274	0.4995	0.4995
housing_output	benefit	1200	0.0235	0.191	0.504	0.504
housing_output	cost	1200	0.0017	1.0	0.0057	0.217
housing_output	benefit	1250	0.005	0.9	0.5085	0.5085
housing_output	cost	1250	0.002	1.0	0.0077	0.2188
housing_output	benefit	1300	0.027	0.167	0.513	0.513
housing_output	benefit	1350	0.009	0.5	0.5175	0.5175
housing_output	benefit	1400	0.011	0.409	0.522	0.522
housing_output	benefit	1450	0.014	0.321	0.5265	0.5265
housing_output	cost	1450	0.001	1.0	0.0087	0.2257
housing_output	benefit	1500	0.017	0.265	0.531	0.531
housing_output	benefit	1550	0.008	0.562	0.5355	0.5355
housing_output	benefit	1600	0.01	0.45	0.54	0.54
housing_output	benefit	1650	0.031	0.145	0.5445	0.5445
housing_output	benefit	1700	0.017	0.265	0.549	0.549
housing_output	cost	1700	0.002	1.0	0.0107	0.2345
housing_output	benefit	1750	0.026	0.173	0.5535	0.5535
housing_output	benefit	1800	0.014	0.321	0.558	0.558
housing_output	cost	1800	0.002	1.0	0.0127	0.238
housing_output	benefit	1850	0.0222	0.27	0.564	0.564
housing_output	benefit	1900	0.0104	0.577	0.57	0.57
housing_output	benefit	1950	0.0138	0.435	0.576	0.576
housing_output	cost	1950	0.002	1.0	0.0147	0.2432
housing_output	benefit	2000	0.0024	1.0	0.5784	0.582
housing_output	benefit	2050	0.0078	1.0	0.5862	0.588
housing_output	benefit	2100	0.008	0.975	0.594	0.594
housing_output	benefit	2150	0.007	0.857	0.6	0.6
housing_output	benefit	2200	0.013	0.462	0.606	0.606
housing_output	cost	2200	0.003	1.0	0.0177	0.252
housing_output	benefit	2250	0.007	0.857	0.612	0.612
housing_output	benefit	2300	0.004	1.0	0.616	0.618
housing_output	benefit	2350	0.013	0.615	0.624	0.624
housing_output	benefit	2400	0.007	0.857	0.63	0.63
housing_output	benefit	2450	0.008	1.0	0.638	0.648
housing_output	benefit	2500	0.019	1.0	0.657	0.666
housing_output	benefit	2550	0.0288	1.0	0.6858	0.6863
housing_output	cost	2550	0.001	1.0	0.0187	0.2669
housing_output	benefit	2600	0.011	1.0	0.6968	0.7065
housing_output	cost	2600	0.012	1.0	0.0307	0.2695
housing_output	benefit	2650	0.047	0.685	0.729	0.729
housing_output	benefit	2700	0.002	1.0	0.731	0.7515
housing_output	benefit	2750	0.0234	1.0	0.7544	0.7763
housing_output	cost	2750	0.0068	1.0	0.0375	0.2774
housing_output	benefit	2800	0.002	1.0	0.7564	0.801
housing_output	cost	2800	0.001	1.0	0.0385	0.28
housing_output	benefit	2850	0.0282	1.0	0.7846	0.828
housing_output	benefit	3000	0.0158	1.0	0.8004	0.9
housing_output	cost	3000	0.0024	1.0	0.0409	0.2975
hunting_yield	benefit	50	0.24	1.0	0.24	0.2587
hunting_yield	benefit	150	0.0263	1.0	0.2663	0.2662
hunting_yield	benefit	350	0.015	1.0	0.2813	0.2812
hunting_yield	benefit	500	0.0112	1.0	0.2925	0.2925
hunting_yield	benefit	700	0.0017	1.0	0.2942	0.3058
hunting_yield	benefit	750	0.006	1.0	0.3002	0.3087
hunting_yield	benefit	800	0.0034	1.0	0.3036	0.3117
hunting_yield	cost	800	0.0026	1.0	0.0026	0.2007
hunting_yield	benefit	900	0.004	1.0	0.3076	0.3175
hunting_yield	benefit	950	0.006	1.0	0.3136	0.3204
hunting_yield	benefit	1050	0.0017	1.0	0.3153	0.3262
hunting_yield	cost	1050	0.0034	1.0	0.006	0.2109
hunting_yield	benefit	1100	0.0026	1.0	0.3179	0.3292
hunting_yield	cost	1100	0.0026	1.0	0.0086	0.2129
hunting_yield	benefit	1300	0.003	1.0	0.3209	0.3408
hunting_yield	benefit	1350	0.001	1.0	0.3219	0.3438
